URL,Score,Keywords Found,type_page,description,headline,datePublished,dateModified,author,byline,excerpt,lang
https://www.bbc.co.uk/sounds/play/w3ct67hy,2,trans people,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",What in the World - How can you make award shows like the Oscars more diverse? - BBC Sounds,,,,,Award shows are often criticised for very white (and male) nominees and winners.,en-GB
https://www.bbc.co.uk/sounds/play/w3ct67fp,2,trans people,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",What in the World - Why can't young people in South Africa find work? - BBC Sounds,,,,,Forty per cent of young people are unemployed,en-GB
https://www.bbc.co.uk/sounds/play/w3ct67dk,2,trans people,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",What in the World - Does chess have a sexism problem? - BBC Sounds,,,,,Women in chess say they’ve faced discrimination and harassment,en-GB
https://www.bbc.co.uk/sounds/play/w3ct67cg,2,trans people,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",What in the World - Who is left to oppose Putin now? - BBC Sounds,,,,,"Who are the voices criticising the Russian government, now that Alexei Navalny has died?",en-GB
https://www.bbc.co.uk/sounds/play/w3ct67gt,2,trans people,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",What in the World - What’s it like inside El Salvador’s mega-jail? - BBC Sounds,,,,,"President Bukele's crackdown on gang violence has led to 75,000 arrests",en-GB
https://www.bbc.co.uk/news/articles/cz7445r8xkgo,4.514630747793776,"gender-based, gender-",webpage,"Campaigners say the kits, which contain personal alarms and spare phones, could save lives.",Emergency kit helps people escaping gender-based violence - BBC News,,,,Jasmine Ketibuah-Foley,"Campaigners say the kits, which contain personal alarms and spare phones, could save lives.",en-GB
https://www.bbc.co.uk/news/uk-63810284,1.2239609624768635,"gender-based, gender-",webpage,"Families of three women, each killed by an abusive partner, tell the BBC how their loved ones were let down.",Violence against women: The families demanding change - BBC News,,,,Lucy Manning and Simon Lister,"Families of three women, each killed by an abusive partner, tell the BBC how their loved ones were let down.",en-GB
https://www.bbc.co.uk/sounds/play/w3ct585c,1,transgender,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",Dear Daughter - Healing letters - BBC Sounds,,,,,"The 'Queen of Letters', Isabel Allende, on writing, processing grief and a full garage",en-GB
https://www.bbc.co.uk/news/entertainment-arts-56294399,3.3839105735752244,gender-,webpage,There are times when the film rises above its laboured script to recapture some of the wit of the original.,Coming 2 America: Will Gompertz reviews sequel starring Eddie Murphy ★★☆☆☆ - BBC News,,,,Will Gompertz,There are times when the film rises above its laboured script to recapture some of the wit of the original.,en-GB
https://www.bbc.co.uk/news/uk-politics-48380610,6,gender-,webpage,When Theresa May became prime minister in July 2016 she identified seven burning injustices.,Theresa May: Did she solve her seven burning injustices? - BBC News,,,,Rachel Schraer,When Theresa May became prime minister in July 2016 she identified seven burning injustices.,en-GB
https://www.bbc.co.uk/sounds/play/p0b52bbr,3,transgender,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",The Sports Desk - Qatar 2022 – a World Cup like no other - BBC Sounds,,,,,"With one year to go until the Qatar World Cup, the focus on human rights intensifies.",en-GB
https://www.bbc.co.uk/sounds/play/p0b0yclq,3,transgender,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",The Sports Desk - Does football really care about the environment? - BBC Sounds,,,,,Who bears most responsibility for making football more environmentally friendly?,en-GB
https://www.bbc.co.uk/news/newsbeat-64603544,24.65200925731117,"gender-neutral, non binary, gender-",webpage,Artists say conversations on female representation is important and action must take place.,"Brit Awards: Wet Leg, Rina Sawayama urge change over female nominees - BBC News",,,,Manish Pandey and Megan Lawton,Artists say conversations on female representation is important and action must take place.,en-GB
https://www.bbc.co.uk/news/entertainment-arts-68109354,1.0035440047253397,gender-,webpage,Lord Sugar says his team help ensure fame-seekers are not cast in the business competition series.,The Apprentice: Lord Sugar says influencers are weeded out in advance - BBC News,,,,Steven McIntosh,Lord Sugar says his team help ensure fame-seekers are not cast in the business competition series.,en-GB
https://www.bbc.co.uk/sport/football/63498884,1.6045268783401445,gender-,webpage,"British rapper Stormzy is heading a programme looking to ""affect change"" by ""addressing the lack of diversity off the pitch in football"".",Stormzy heads programme to 'inspire change' and address 'lack of diversity off the football pitch',2022-11-03T18:01:39.000Z,2022-11-03T18:02:27.000Z,BBC Sport,BBC Sport,"British rapper Stormzy is heading a programme looking to ""affect change"" by ""addressing the lack of diversity off the pitch in football"".",en-GB
https://www.bbc.co.uk/news/videos/c99z909wnvqo,12.60436137071651,"gender-, trans people, transgender",webpage,"Speaking to BBC Radio 4, Gillian Keegan said there was a difference between trans people who had undergone gender reassignment and those who had not.",Education Secretary Gillian Keegan pressed on transgender views - BBC News,,,,,"Speaking to BBC Radio 4, Gillian Keegan said there was a difference between trans people who had undergone gender reassignment and those who had not.",en-GB
https://www.bbc.co.uk/news/uk-england-cambridgeshire-49595057,1.3835125448028673,gender-,webpage,"The struggles and successes of students, academics and staff are documented in an exhibition.",Cambridge University marks 150 years of female students - BBC News,,,,BBC News,"The struggles and successes of students, academics and staff are documented in an exhibition.",en-GB
https://www.bbc.co.uk/news/uk-scotland-tayside-central-61015810,1,"gender-neutral, gender-",webpage,"The Beano star remains a children's champion, as artwork by her first female artist goes on display.",Minnie the Minx: The children's champion still smashing stereotypes - BBC News,,,,Graeme Ogston,"The Beano star remains a children's champion, as artwork by her first female artist goes on display.",en-GB
https://www.bbc.co.uk/news/entertainment-arts-59699977,0.34250366270551824,"gender-neutral, gender-",webpage,"From Adele and Olivia Rodrigo to Little Simz and Lil Nas X, here's the music that critics loved.",The 21 best albums and songs of 2021 - BBC News,,,,Mark Savage,"From Adele and Olivia Rodrigo to Little Simz and Lil Nas X, here's the music that critics loved.",en-GB
https://www.bbc.co.uk/news/entertainment-arts-68084174,1.0030432136335972,gender-,webpage,The chart-topping star becomes the first artist to score seven nominations in a single year.,Brit Awards: Raye breaks record as women dominate 2024 nominations - BBC News,,,,Steven McIntosh,The chart-topping star becomes the first artist to score seven nominations in a single year.,en-GB
https://www.bbc.co.uk/news/articles/c0kj3kmpgemo,1,gender-,webpage,"Oliver Barker-Vormawor pleaded not guilty to all the charges, including unlawful assembly.",Ghana's 'stop galamsey' protests: Oliver Barker-Vormawor denied bail after arrest - BBC News,,,,Thomas Naadi,"Oliver Barker-Vormawor pleaded not guilty to all the charges, including unlawful assembly.",en-GB
https://www.bbc.co.uk/news/articles/c7v6nvm4jd2o,1,gender-,webpage,His lawyers told the BBC that he was denied immediate care by the police.,Oliver Barker-Vormawor taken to Ghana hospital after being arrested for 'galamsey' protests - BBC News,,,,Thomas Naadi,His lawyers told the BBC that he was denied immediate care by the police.,en-GB
https://www.bbc.co.uk/news/entertainment-arts-60167602,3.665322580645161,"gender-neutral, gender-",webpage,"Inflo, who works with Adele and Little Simz, is the first non-white winner of producer of the year.",Brit Awards 2022: Adele's elusive producer Inflo wins producer of the year - BBC News,,,,Mark Savage,"Inflo, who works with Adele and Little Simz, is the first non-white winner of producer of the year.",en-GB
https://www.bbc.co.uk/news/articles/c0vv17r20lro,3.114253135689852,"gender identity, gender-",webpage,"The author discusses free speech, her latest novel and Shakespeare theories at the Hay Festival.",Jodi Picoult: 'It's not a badge of honour to have books banned' - BBC News,,,,Emma Saunders,"The author discusses free speech, her latest novel and Shakespeare theories at the Hay Festival.",en-GB
https://www.bbc.co.uk/news/newsbeat-44479425,3.7548076923076925,gender-,webpage,Gary Ross says his female-led heist film wasn't made because of the Me Too movement.,Ocean's 8 director: We always planned to make a feminist film - BBC News,,,,BBC News,Gary Ross says his female-led heist film wasn't made because of the Me Too movement.,en-GB
http://www.bbc.co.uk/news/topics/c008ql15dvgt,1,women-only,webpage,All the latest content about Domestic abuse from the BBC.,Domestic abuse - BBC News,,,,,All the latest content about Domestic abuse from the BBC.,en-GB
http://www.bbc.co.uk/news/topics/c340r11jgrzt,0.7732401934443847,women-only,webpage,All the latest content about Violence against women from the BBC.,Violence against women - BBC News,,,,,All the latest content about Violence against women from the BBC.,en-GB
https://www.bbc.co.uk/news/uk-scotland-68712471,13.277221218590903,"transgender, intersex, trans people, gender-, trans woman",webpage,Social media comments by JK Rowling challenging Scotland's new hate crime law are not being treated as criminal.,"JK Rowling hate law posts not criminal, police say - BBC News",,,,Megan Bonar & Katy Scott,Social media comments by JK Rowling challenging Scotland's new hate crime law are not being treated as criminal.,en-GB
https://www.bbc.co.uk/news/uk-england-essex-59880493,35.354513998112616,"transgender, women-only, transphobia, trans people, trans issues, single sex spaces",webpage,"The Boswells School says the author's views ""do not align"" with its own policy and beliefs.",JK Rowling house name dropped by Essex school over trans comments - BBC News,,,,BBC News,"The Boswells School says the author's views ""do not align"" with its own policy and beliefs.",en-GB
https://www.bbc.co.uk/news/newsbeat-62252514,18.41900739176347,"gender identity, transgender, anti-trans, trans rights, non binary, transphobic, trans people, gender-",webpage,"League bosses say the move is designed to ""distance"" the sport from Harry Potter author JK Rowling.",Harry Potter: Quidditch renamed to Quadball over JK Rowling link - BBC News,,,,Manish Pandey,"League bosses say the move is designed to ""distance"" the sport from Harry Potter author JK Rowling.",en-GB
https://www.bbc.co.uk/news/entertainment-arts-62560296,15.199816049666591,"gender-, gender identity, gender critical",webpage,"JK Rowling says Joanne Harris failed to defend authors on gender identity issues, which she denies.",JK Rowling in 'betrayal' row with authors' society chair Joanne Harris - BBC News,,,,BBC News,"JK Rowling says Joanne Harris failed to defend authors on gender identity issues, which she denies.",en-GB
https://www.bbc.co.uk/news/articles/c044vevjyd7o,1,gender-,webpage,Glenn Mullen posted online death threats to the Harry Potter author and former MP Rosie Duffield.,Internet troll threatened to kill JK Rowling and MP - BBC News,,,,Paul Burnell & PA Media,Glenn Mullen posted online death threats to the Harry Potter author and former MP Rosie Duffield.,en-GB
https://www.bbc.co.uk/news/uk-scotland-scotland-politics-68756055,8.227301587301588,"misgendering, intersex, transgender",webpage,Former health secretary Jeane Freeman also believes misogyny should have been included in the new law.,Ministers 'caught by surprise' over hate crime row - Freeman - BBC News,,,,BBC News,Former health secretary Jeane Freeman also believes misogyny should have been included in the new law.,en-GB
https://www.bbc.co.uk/news/uk-scotland-scotland-politics-68725547,29.994522821576766,"trans people, misgendered, intersex, transgender",webpage,The Harry Potter author challenged Scotland's new hate crime law by describing several transgender women as men.,Yousaf 'not surprised' JK Rowling posts are not criminal - BBC News,,,,Katy Scott,The Harry Potter author challenged Scotland's new hate crime law by describing several transgender women as men.,en-GB
https://www.bbc.co.uk/news/uk-scotland-68605029,8,"non binary, gender-, transgender",webpage,Police Scotland say they will respond to all hate crime complaints but not look for offending material.,Hate crimes: Police will not 'target performers' - BBC News,,,,BBC News,Police Scotland say they will respond to all hate crime complaints but not look for offending material.,en-GB
https://www.bbc.co.uk/teach/young-reporter/young-reporter-stories/z9tk3j6,1.471182634730539,transphobia,webpage,"Here you'll find a selection of stories produced by BBC Young Reporters from across the UK, including some of this year’s BBC Young Reporter Competition winners.",Young Reporter stories - BBC Teach,,,,,"Here you'll find a selection of stories produced by BBC Young Reporters from across the UK, including some of this year’s BBC Young Reporter Competition winners.",en-GB
https://www.bbc.co.uk/sounds/play/m001wxqh,1.3938144329896907,gender-,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.","All in the Mind - The science behind screentime, the effect of live music, and can you imagine sounds in your head? - BBC Sounds",,,,,Are we really addicted to our phones? We take a look at the evidence.,en-GB
https://www.bbc.co.uk/news/articles/cv2rvm63dy0o,1,gender-,webpage,The Scottish singer has spoken of her experience of online abuse as part of a new BBC campaign.,Lauren Mayberry: I still won't ignore internet rape and death threats - BBC News,,,,By Mary McCool,The Scottish singer has spoken of her experience of online abuse as part of a new BBC campaign.,en-GB
https://www.bbc.co.uk/programmes/articles/bNllj01LY6qNnbmSGGYMgr/how-to-help-your-child-feel-less-anxious,6,"gender dysphoria, gender-",webpage,,Anxiety and children; First impressions; Mental health manifestos; Insiders' Guide - How to help your child feel less anxious,2017-06-06,2017-06-09T13:27:37+00:00,BBC,BBC,"For some children, anxiety can take over, stopping them doing the things they enjoy.",en-GB
https://www.bbc.co.uk/sounds/play/m001m4t5,1,gender-,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",All in the Mind - Supporting a son with schizophrenia - BBC Sounds,,,,,"All in the Mind Awards: a mother who supports her musician son, living with schizophrenia.",en-GB
https://www.bbc.co.uk/sounds/play/w3csynjj,1,gender-,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",The Conversation - Women living with schizophrenia - BBC Sounds,,,,,Two women with mental health issues talk about overcoming stigma to pursue their careers,en-GB
https://www.bbc.co.uk/iplayer/episode/m00052dk,3.8325183374083127,"gender dysphoria, gender-, transgender",webpage,Louis Theroux visits specialist psychiatric units which treat mothers experiencing serious mental illness whilst allowing them to live alongside their babies.,Louis Theroux Specials - Mothers on the Edge - BBC iPlayer,,,,,Louis Theroux visits specialist psychiatric units which treat mothers experiencing serious mental illness whilst allowing them to live alongside their babies.,en-GB
https://www.bbc.co.uk/news/disability-47064773,1,gender-,webpage,"Robert and Trude thought their son Mats lived a lonely life, but they discovered this was far from true.",My disabled son’s amazing gaming life in the World of Warcraft - BBC News,,,,Vicky Schaubert,"Robert and Trude thought their son Mats lived a lonely life, but they discovered this was far from true.",en-GB
https://www.bbc.co.uk/news/uk-england-humber-65087872,6.427987278509768,wrong body,webpage,Christopher Alder's sister on fighting for answers about her brother's death and burial mix-up.,Sister of Christopher Alder on 25-year fight for answers - BBC News,,,,Pritti Mistry,Christopher Alder's sister on fighting for answers about her brother's death and burial mix-up.,en-GB
https://www.bbc.co.uk/news/uk-43884726,1,gender-,webpage,Suffragist Millicent Fawcett has become the first woman to be memorialised in statue form in Parliament Square.,Reality Check: How many UK statues are of women? - BBC News,,,,BBC News,Suffragist Millicent Fawcett has become the first woman to be memorialised in statue form in Parliament Square.,en-GB
https://www.bbc.co.uk/news/uk-england-london-37861504,1,gender-,webpage,Three statues which are thought to be the first public sculptures of black British people put up in England are given protected status.,Brixton station's 'first' black history statues listed - BBC News,,,,BBC News,Three statues which are thought to be the first public sculptures of black British people put up in England are given protected status.,en-GB
https://www.bbc.co.uk/news/articles/cp8l1q7e64po,35.10161662817552,"transgender, non binary, trans people, gender-, gender dysphoria, trans community",webpage,"The sculpture was unveiled in Trafalgar Square on Wednesday, where it will be for two years.",Leicestershire: Trans ambassador's face features in sculpture - BBC News,,,,Matt Taylor,"The sculpture was unveiled in Trafalgar Square on Wednesday, where it will be for two years.",en-GB
https://www.bbc.co.uk/iplayer/episode/m000y2xd,1,gender-,webpage,"Marking the ten-year anniversary of the death of Amy Winehouse, her closest family and friends, including mum Janis and dad Mitch, reveal the truth about the British music icon.",Reclaiming Amy - BBC iPlayer,,,,,"Marking the ten-year anniversary of the death of Amy Winehouse, her closest family and friends, including mum Janis and dad Mitch, reveal the truth about the British music icon.",en-GB
https://www.bbc.co.uk/news/entertainment-arts-62281353,2,non binary,webpage,"The series is set 200 years before Game of Thrones - but the dragons, death and feuds are all there.",House of the Dragon: What we know about the Games of Thrones spin-off - BBC News,,,,Rebecca Seales,"The series is set 200 years before Game of Thrones - but the dragons, death and feuds are all there.",en-GB
https://www.bbc.co.uk/news/articles/cz77exew09lo,10.783584292884559,"trans rights, legal definition of sex, gender-",webpage,"The prime minister says Tennant is ""the problem"" after the actor says Ms Badenoch should ""shut up"".",Rishi Sunak backs Kemi Badenoch in David Tennant row - BBC News,,,,Emma Harrison,"The prime minister says Tennant is ""the problem"" after the actor says Ms Badenoch should ""shut up"".",en-GB
https://www.bbc.co.uk/news/articles/c0jkjgdv953o,0.4943408788282291,trans rights,webpage,Scotland’s first arthouse cinema opened as the Cosmo in 1939 and later became the Glasgow Film Theatre.,Glasgow's arthouse cinema celebrates 85 years of movie magic - BBC News,,,,Jonathan Geddes,Scotland’s first arthouse cinema opened as the Cosmo in 1939 and later became the Glasgow Film Theatre.,en-GB
https://www.bbc.co.uk/newsround/45966335,1,gender-,webpage,World War One had a long-lasting impact that was felt for many years after the end of the fighting.,How did WW1 change the world? - BBC Newsround,,,,,World War One had a long-lasting impact that was felt for many years after the end of the fighting.,en-GB
https://www.bbc.co.uk/sounds/play/w3ct4p8t,1.058254561442075,gender-,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",HARDtalk - Nikolai Denkov: Is Bulgaria a weak link in Europe's security? - BBC Sounds,,,,,Stephen Sackur speaks to Bulgaria’s prime minister,en-GB
https://www.bbc.co.uk/sport/54476721,1,gender-,webpage,England and Manchester United footballer Marcus Rashford becomes an MBE in the Queen's Birthday Honours list.,Queen's Birthday Honours: Marcus Rashford becomes MBE,2020-10-09T21:30:15.000Z,2020-10-10T10:21:18.000Z,BBC Sport,BBC Sport,England and Manchester United footballer Marcus Rashford becomes an MBE in the Queen's Birthday Honours list.,en-GB
https://www.bbc.co.uk/news/education-59406106,10.474807671470366,"transphobia, gender identity, gender-",webpage,"Leading academics see Paulo Freire as a symbol of ""tolerance and dialogue"" amid tensions on campuses.",Cambridge sculpture makes a stand on culture wars - BBC News,,,,Hazel Shearing,"Leading academics see Paulo Freire as a symbol of ""tolerance and dialogue"" amid tensions on campuses.",en-GB
https://www.bbc.co.uk/news/entertainment-arts-62008299,1.5884652981427174,gender-,webpage,A new national database from ArtUK catalogues some of the quirkier statues from around the country.,ArtUK: Six strange statues from new photographic database - BBC News,,,,David Sillito,A new national database from ArtUK catalogues some of the quirkier statues from around the country.,en-GB
https://www.bbc.co.uk/news/topics/cwypr2gzv95t,1,gender-,webpage,All the latest content about Feminism from the BBC.,Feminism - BBC News,,,,,All the latest content about Feminism from the BBC.,en-GB
https://www.bbc.co.uk/news/uk-england-38316852,0.06465986731359541,gender-,webpage,Has public perception of street art changed?,"Street art: Crime, grime or sublime? - BBC News",,,,Bethan Bell,Has public perception of street art changed?,en-GB
https://www.bbc.co.uk/programmes/m0002m3p,1.5574468085106383,gender-,webpage,Tom Holland and Iszi Lawrence explore stories revealed by history’s lines and linkages.,"BBC Radio 4 - Making History, Battle Lines",,,,,Tom Holland and Iszi Lawrence explore stories revealed by history’s lines and linkages.,en-GB
https://www.bbc.co.uk/programmes/b014fkws,1,gender-,webpage,What's in a name change? Sally Magnusson finds out for several families.,"BBC Radio 4 - Tracing Your Roots, Series 6, What's in a name?",,,,,What's in a name change? Sally Magnusson finds out for several families.,en-GB
https://www.bbc.co.uk/programmes/m0016pq3/episodes/guide,1.1740274934191284,gender-,webpage,All episodes of Lady Killers with Lucy Worsley,BBC Radio 4 - Lady Killers with Lucy Worsley - Episode guide,,,,,All episodes of Lady Killers with Lucy Worsley,en-GB
https://www.bbc.co.uk/programmes/m001vtly,1,gender-,webpage,The 8th part of Ian Hislop's quest for early British comedy looks at the work of women.,"BBC Radio 4 - Ian Hislop's Oldest Jokes, Any Women here?",,,,,The 8th part of Ian Hislop's quest for early British comedy looks at the work of women.,en-GB
https://www.bbc.co.uk/programmes/m001lyqc,1.1244933410538507,gender-,webpage,Reporting a story requires detail. But how much is enough? Or too much?,"BBC Radio 4 - Frontlines of Journalism, 8.  Details",,,,,Reporting a story requires detail. But how much is enough? Or too much?,en-GB
https://www.bbc.co.uk/programmes/p090vt30,3.7925840092699885,gender-,webpage,This podcast is the subject of a legal complaint.,"BBC Radio 4 - The Orgasm Cult, 7. Sex, money, power",,,,,This podcast is the subject of a legal complaint.,en-GB
https://www.bbc.co.uk/programmes/p08zc5s8,2.0088105726872247,sex matters,webpage,This podcast is the subject of a legal complaint.,"BBC Radio 4 - The Orgasm Cult, 2. What is an orgasm?",,,,,This podcast is the subject of a legal complaint.,en-GB
https://www.bbc.co.uk/iplayer/episode/m00206t5,1,gender-,webpage,"A look at the life and career of the original Irish guitar hero, Rory Gallagher, featuring rare, never-before-seen archive footage and interviews with Rory’s closest friends and family.",The Rory Gallagher Story - BBC iPlayer,,,,,"A look at the life and career of the original Irish guitar hero, Rory Gallagher, featuring rare, never-before-seen archive footage and interviews with Rory’s closest friends and family.",en-GB
https://www.bbc.co.uk/iplayer/episode/m001xbh4,1,gender-,webpage,"In their own words, this is the story of six women from the south Wales valleys and how they helped sustain the bitter year-long miners strike, changing their lives forever.",Strike! The Women Who Fought Back - BBC iPlayer,,,,,"In their own words, this is the story of six women from the south Wales valleys and how they helped sustain the bitter year-long miners' strike, changing their lives forever.",en-GB
https://www.bbc.co.uk/programmes/b05qzmgd/episodes/player,3,"gender dysphoria, gender-, transgender",webpage,Available episodes of Louis Theroux Specials,BBC Two - Louis Theroux Specials - Available now,,,,,Available episodes of Louis Theroux Specials,en-GB
https://www.bbc.co.uk/programmes/p093wyx7,15.34547346514048,"trans people, Hormone blockers, gender identity, gender-",webpage,"Charlie Craggs meets teens starting to transition, sometimes without medical intervention",BBC Three - Transitioning Teens,,,,,"Charlie Craggs meets teens starting to transition, sometimes without medical intervention",en-GB
https://www.bbc.co.uk/programmes/m001k4mw,34.461630695443645,"gender non-conforming, gender-",webpage,Dancer Vinay tries to stage the biggest event of his career and change his life forever.,BBC Three - Bend It Like Bollywood,,,,,Dancer Vinay tries to stage the biggest event of his career and change his life forever.,en-GB
https://www.bbc.co.uk/iplayer/episode/m001k4mw,7.463556851311953,"gender non-conforming, gender-",webpage,Gender non-conforming dancer Vinay believes you don’t have to be restricted by gender. He tackles it with friends and family and tries to put on an event to change his life forever.,Bend It Like Bollywood - BBC iPlayer,,,,,Gender non-conforming dancer Vinay believes you don’t have to be restricted by gender. He tackles it with friends and family and tries to put on an event to change his life forever.,en-GB
https://www.bbc.co.uk/news/business-61881412,1,"gender-neutral, gender-",webpage,Shoppers complained that dieting wall plaques to collect £1 for every pound lost body shame women.,The Range pulls bikini and bride weight loss items - BBC News,,,,Jennifer Meierhans,Shoppers complained that dieting wall plaques to collect £1 for every pound lost body shame women.,en-GB
https://www.bbc.co.uk/food/articles/periods,1,gender-,webpage,Dietary habits it's worth being aware of during your menstrual cycle,What to eat on your period and when - BBC Food,,,,,Dietary habits it's worth being aware of during your menstrual cycle,en-GB
https://www.bbc.co.uk/food/articles/taste_flavour,10.939016393442621,gender-,webpage,Why do we all have different tastes in food and can you learn to enjoy flavours that usually leave you gagging? ,Can you train yourself to like foods you hate? - BBC Food,,,,,Why do we all have different tastes in food and can you learn to enjoy flavours that usually leave you gagging?,en-GB
https://www.bbc.co.uk/food/articles/men_women_weight,8.64887714663144,"women-only, gender-",webpage,Do men find it easier to lose weight than women? Should you choose a diet based on your sex? The answer is more complicated than you'd think...,Do men and women lose weight differently?  - BBC Food,,,,,Do men find it easier to lose weight than women? Should you choose a diet based on your sex? The answer is more complicated than you'd think...,en-GB
https://www.bbc.co.uk/food/articles/reduce_stress,1,gender-,webpage,Did  you know some experts believe dietary changes can help how you manage your stress. Here's how.,How changing what you eat could reduce your stress - BBC Food,,,,,Did  you know some experts believe dietary changes can help how you manage your stress. Here's how.,en-GB
https://www.bbc.co.uk/food/articles/uk_healthy_eating_scale,1,gender-,webpage,Use this healthy eating calculator to find out how your diet matches up with the rest of the nation and whether you are eating within the Recommended Dietary Intakes.,Where are you on the UK healthy eating scale? - BBC Food,,,,,Use this healthy eating calculator to find out how your diet matches up with the rest of the nation and whether you are eating within the Recommended Dietary Intakes.,en-GB
http://www.bbc.co.uk/nicktriggle,1,gender-,webpage,"Nick is a BBC health correspondent. He has reported extensively on the NHS and social care as well as how the UK is dealing with challenges such as obesity, the ageing population and health inequalities. Nick was named blogger of the year by the Medical Journalists' Association in 2015 and a lead journalist behind the highly acclaimed NHS Winter and Care Calculator BBC projects. He also worked on the Gerry Robinson TV documentaries on the NHS.",Nick Triggle - BBC News,,,,,"Nick is a BBC health correspondent. He has reported extensively on the NHS and social care as well as how the UK is dealing with challenges such as obesity, the ageing population and health inequalities. Nick was named blogger of the year by the Medical Journalists' Association in 2015 and a lead journalist behind the highly acclaimed NHS Winter and Care Calculator BBC projects. He also worked on the Gerry Robinson TV documentaries on the NHS.",en-GB
https://www.bbc.co.uk/programmes/articles/5B7Q62P99F4fZX3FXF6VPSn/can-you-be-fat-and-still-healthy,1.74842878640347,gender-,webpage,,Series 1 - Can you be ‘fat’ and still healthy?,2014-06-20,2015-09-18T15:56:51+00:00,BBC,BBC,The truth about BMI and health.,en-GB
https://www.bbc.co.uk/programmes/articles/zPb19HMcyQwYSnhQ9vKBHx/how-can-i-spot-the-signs-of-depression,1.847109883606234,gender-,webpage,,Episode 2 - How can I spot the signs of depression?,2016-09-08,2017-01-16T14:59:54+00:00,BBC,BBC,It can strike anyone at any time – so how can you spot the early signs of depression?,en-GB
https://www.bbc.co.uk/teach/class-clips-video/articles/z2bbsk7,3.6557144880328565,gender-,webpage,"A specially-written drama telling the story of the relationship between Rachel and Alex, which ends with an accusation of coercive control.",Is this coercive control? - BBC Teach,,,,,"A specially-written drama telling the story of the relationship between Rachel and Alex, which ends with an accusation of coercive control.",en-GB
https://www.bbc.co.uk/sounds/play/w3ct36fd,5.373666940114848,gender-,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",Sporting Witness - Janet Guthrie: The first woman at the Indianapolis 500 - BBC Sounds,,,,,How the pioneering racing driver broke the gender barrier at America's top motor race,en-GB
https://www.bbc.co.uk/programmes/w3ct36fd,1.7131382673551347,gender-,webpage,How the pioneering racing driver broke the gender barrier at America's top motor race,"BBC World Service - Sporting Witness, Janet Guthrie: The first woman at the Indianapolis 500",,,,,How the pioneering racing driver broke the gender barrier at America's top motor race,en-GB
https://www.bbc.co.uk/sounds/play/p04plxj3,1.0806958708866066,gender-,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",Sporting Witness - Jutta Kleinschmidt - Woman Winner of the Paris-Dakar Rally - BBC Sounds,,,,,The first and only woman to win one of the biggest events in motorsport.,en-GB
https://www.bbc.co.uk/sounds/play/p01x9y24,5.440243372446762,gender-,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.","Sporting Witness - Kathrine Switzer, women's marathon pioneer - BBC Sounds",,,,,The American athlete who broke the gender barrier at the Boston Marathon,en-GB
https://www.bbc.co.uk/sounds/play/p02c0vp9,3,transgender,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",Sporting Witness - Tegla Loroupe wins NY Marathon - BBC Sounds,,,,,How Tegla Loroupe became the first African woman to win a major marathon,en-GB
https://www.bbc.co.uk/sounds/play/p02d3vk0,3,transgender,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",Sporting Witness - Pakistan's First Women Cricketers - BBC Sounds,,,,,The two Karachi women who blazed a trail for women's cricket.,en-GB
https://www.bbc.co.uk/sounds/play/p01t39b0,1.456806282722513,gender-,webpage,"Catch up on your favourite BBC radio show from your favourite DJ right here, whenever you like. Listen without limits with BBC Sounds.",Sporting Witness - Silken Laumann - Unsinkable! - BBC Sounds,,,,,The Canadian rower who defied a horrific injury to win an Olympic medal in 1992,en-GB
