0,1,2,3,4,Matched URL
The World At  One,Radio 4,31/10/2022,Nigel Farage’s views  on immigration felt to  be offensive/not  sufficiently  challenged.,177,
BBC News (10am),BBC News,03/11/2022,Bias against  immigration.,181,
