0,1,2,3,4,Matched URL
P rogramme,Service,Date of  Transmission,Main Issue(s),Number of  Complaints,
Newsnight,BBC Two,10/02/2020,Bias against Graham  Linehan / felt Graham  Linehan’s views on the  transgender  community were  offensive.,115,
