0,1,2,3,4,Matched URL
Programme,Service,Date of  Transmission,Main Issue(s),Number of  Complaints,
Sunday with  Laura Kuenssberg,BBC One,21/04/2024,Panel members claims  about the Daily  Sceptic not sufficiently  challenged.,396 (after an  invitation to  complain was  posted online),
Sunday with  Laura Kuenssberg,BBC One,05/05/2024,Bias in favour of the  Conservative Party.,108,
