0,1,2,3,4,Matched URL
Programme,Service,Date of  Transmission,Main Issue(s),Number of  Complaints,
Panorama:  Private ADHD  Clinics Exposed,BBC One,15/05/2023,Concerned the  programme  stigmatised people  with ADHD.,356 (After  invitations to  complain were  posted online),
Casualty,BBC One,03/06/2023,Inappropriate breast  surgery storyline.,142,
