0,1,2,3,4,Matched URL
Programme,Service,Date of  Transmission,Issue,Outcome,https://www.bbc.co.uk/contact/ecu/bbc-news-coverage-of-the-trial-and-sentencing-of-scarlet-blake
BBC News (1pm),BBC One,26/02/2024,Did not make clear  subject of sentencing   was trans x 17,Resolved,
