0,1,2,3,4,Matched URL
Programme,Service,Date of  Transmission,Main Issue(s),Number of  Complaints,
Newsday,BBC News,15/11/2023,Incorrect suggestion  IDF were targeting  “medical teams and  Arab speakers” at  Gaza’s  Al-Shifa  hospital.,103,
Boat Story,BBC One,19/11/2023,Violence.,114,
