0,1,2,3,4
Programme,Service,Date of  Transmission,Issue,Outcome
Today,Radio 4,20/09/2021,Bias against trans  rights,Not upheld
PM,Radio 4,15/05/2021,Inaccurate report on  incident in Jaffa,Not upheld
Showtrial,BBC One,31/10/2021,Offensive language  x5,Not upheld
