0,1,2,3,4,Matched URL
Programme,Service,Date of  Transmission,Main Issue(s),Number of  Complaints,
BBC News  (3pm),BBC News,18/02/2024,Inappropriate/homophobic  line of questioning to  BAFTA guest,106,
The Context,BBC News,19/02/2024,Inaccurate/misleading  coverage of 'Trans- women's milk as good as  breast milk’ story.,287,
