0,1,2,3,4,Matched URL
Reporting Scotland,BBC One  Scotland,02/04/2024,Objects to phrase  “claiming a scalp”,Not upheld,https://www.bbc.co.uk/contact/ecu/doctor-who-bbc-one-8-june-2024
Station ident,BBC One,Various,Stereotyping of black  people,Not upheld,
Doctor Who,BBC One,08/06/2024,Inappropriately  sexualised storyline,Not upheld,
