0,1,2,3,4,Matched URL
Programme,Service,Date of  Transmission,Issue,Outcome,https://www.bbc.co.uk/contact/ecu/panorama-private-adhd-clinics-exposed-bbc-one-15-may-2023
Panorama: Private ADHD  Clinics Exposed,BBC One,15/05/2023,Inaccurate and  biased portrayal of  ADHD x 31,Not Upheld,
