Score,URL,
1.000000,https://www.bbc.co.uk/bbcnewsletter,
1.000000,https://www.bbc.co.uk/contact/complaints,
1.000000,https://www.bbc.co.uk/editorialguidelines/guidance/feeds-and-links,
1.000000,https://static.files.bbci.co.uk/account/id-cta/730/style/id-cta.css,
1.000000,https://static.files.bbci.co.uk/search/searchbox/2fb8962a42a09d075319658f3a37a5a2/css/box.css,
1.000000,https://www.bbc.co.uk/usingthebbc/cookies,
1.000000,https://www.bbc.co.uk/news/help-41670342,
1.000000,https://iplayer-web.files.bbci.co.uk/iplayer-web-app-bundles/1.0.0-1899.aarch64/css/bundles.css,
1.000000,https://www.bbc.co.uk/arts,
1.000000,https://www.bbc.co.uk/accessibility/,
1.000000,https://www.bbc.co.uk/iplayer,
1.000000,https://www.bbc.co.uk/iplayer,
1.000000,https://account.bbc.com/account,
1.000000,https://www.bbc.co.uk/notifications,
1.000000,https://www.bbc.co.uk/sport,
1.000000,https://www.bbc.co.uk/weather,
2.000000,https://www.bbc.co.uk,
1.000000,https://www.bbc.co.uk/food,
2.000000,https://www.bbc.com/,
2.000000,https://www.bbc.co.uk,
